Rank,Term,P-value,Z-score,Combined Score,Overlapping Genes,Adjusted P-value,Old P-value,Old Adjusted P-value
184,Cadmium-induced DNA biosynthesis and proliferation in macrophages,0.016871234817272356,65.67105263157895,268.0787715603985,['RAF1'],0.03228333581251035,0,0
185,Syndecan 3 pathway,0.016871234817272356,65.67105263157895,268.0787715603985,['EGFR'],0.03228333581251035,0,0
186,"Platelet activation, signaling and aggregation",0.017594828894335023,10.824849480021895,43.73401814815725,"['RAF1', 'VEGFA']",0.03344306454323032,0,0
187,Gastrin-CREB signaling pathway via PKC and MAPK,0.017756751928448205,10.77124183006536,43.418762127135516,"['RAF1', 'EGFR']",0.03344306454323032,0,0
188,Serotonin receptor 4/6/7 and NR3C signaling,0.017855195476470426,61.804953560371516,248.79341471282055,['BRAF'],0.03344306454323032,0,0
189,Transcriptional activity regulation by PML,0.017855195476470426,61.804953560371516,248.79341471282055,['TP53'],0.03344306454323032,0,0
190,Antigen-activated B-cell receptor generation of second messengers,0.018575969551324383,10.51089845826688,41.89524819587194,"['BRAF', 'RAF1']",0.034198615989195144,0,0
191,PTEN-dependent cell cycle arrest and apoptosis,0.018838220672014273,58.36842105263158,231.83163218032678,['EGFR'],0.034198615989195144,0,0
192,Hypoxic and oxygen homeostasis regulation of HIF-1-alpha,0.018838220672014273,58.36842105263158,231.83163218032678,['TP53'],0.034198615989195144,0,0
193,Signaling by constitutively active EGFR,0.018838220672014273,58.36842105263158,231.83163218032678,['EGFR'],0.034198615989195144,0,0
194,Cell cycle progression regulation by PLK3,0.018838220672014273,58.36842105263158,231.83163218032678,['TP53'],0.034198615989195144,0,0
195,MAL role in Rho-mediated activation of SRF,0.018838220672014273,58.36842105263158,231.83163218032678,['RAF1'],0.034198615989195144,0,0
196,Hypertrophy pathway,0.019820311238232097,55.29362880886426,216.80897525048422,['VEGFA'],0.035616193798650574,0,0
197,Nerve growth factor (NGF) pathway,0.019820311238232097,55.29362880886426,216.80897525048422,['RAF1'],0.035616193798650574,0,0
198,Signaling by NGF,0.02026189646945222,10.025875190258752,39.0910194873554,"['BRAF', 'RAF1']",0.03622581489992973,0,0
199,Prion pathway,0.020801468010995312,52.526315789473685,203.4203291515269,['BCL2'],0.03627448116203123,0,0
200,IGF1 signaling pathway,0.020801468010995312,52.526315789473685,203.4203291515269,['RAF1'],0.03627448116203123,0,0
201,Mitochondrial role in apoptotic signaling,0.020801468010995312,52.526315789473685,203.4203291515269,['BCL2'],0.03627448116203123,0,0
202,E-cadherin keratinocyte pathway,0.020801468010995312,52.526315789473685,203.4203291515269,['EGFR'],0.03627448116203123,0,0
203,p38 MK2 pathway,0.020801468010995312,52.526315789473685,203.4203291515269,['RAF1'],0.03627448116203123,0,0
204,"BRCA1, BRCA2 and ATR roles in cancer susceptibility",0.02178169181492411,50.02255639097744,191.42059056605152,['TP53'],0.03761326293894212,0,0
205,CCR3 signaling in eosinophils,0.02178169181492411,50.02255639097744,191.42059056605152,['RAF1'],0.03761326293894212,0,0
206,Hypoxia and p53 in the cardiovascular system,0.02276098349039011,47.74641148325359,180.61070687273846,['TP53'],0.03836851502665761,0,0
207,BAD phosphorylation mediated by IGF1R signaling,0.02276098349039011,47.74641148325359,180.61070687273846,['RAF1'],0.03836851502665761,0,0
208,Interleukin-11 pathway,0.02276098349039011,47.74641148325359,180.61070687273846,['BCL2'],0.03836851502665761,0,0
209,Collagen binding in corneal epithelia mediated by Erk and PI-3 Kinase,0.02276098349039011,47.74641148325359,180.61070687273846,['RAF1'],0.03836851502665761,0,0
210,Modulation of interferon signaling by chaperones,0.02276098349039011,47.74641148325359,180.61070687273846,['TP53'],0.03836851502665761,0,0
211,Plexin D1 signaling,0.023739343866497245,45.66819221967963,170.827422984315,['VEGFA'],0.03945412079220669,0,0
212,Dorso-ventral axis formation,0.023739343866497245,45.66819221967963,170.827422984315,['EGFR'],0.03945412079220669,0,0
213,Tumor suppressor Arf inhibits ribosomal biogenesis,0.023739343866497245,45.66819221967963,170.827422984315,['TP53'],0.03945412079220669,0,0
214,Apoptosis,0.024003435808435614,9.13888888888889,34.08401891012091,"['BCL2', 'TP53']",0.03970661811301966,0,0
215,G0 and early G1 pathway,0.02471677377849272,43.76315789473684,161.93563879493826,['TOP2A'],0.039771535989029196,0,0
216,Ghrelin pathway,0.02471677377849272,43.76315789473684,161.93563879493826,['BCL2'],0.039771535989029196,0,0
217,Alpha-9 beta-1 integrin pathway,0.02471677377849272,43.76315789473684,161.93563879493826,['VEGFA'],0.039771535989029196,0,0
218,Cellular response to hypoxia,0.02471677377849272,43.76315789473684,161.93563879493826,['VEGFA'],0.039771535989029196,0,0
219,Corticotropin releasing hormone pathway,0.02471677377849272,43.76315789473684,161.93563879493826,['BCL2'],0.039771535989029196,0,0
220,TPO signaling pathway,0.02471677377849272,43.76315789473684,161.93563879493826,['RAF1'],0.039771535989029196,0,0
221,RXR/VDR pathway,0.025693274055310834,42.01052631578948,153.82263569148483,['BCL2'],0.04069297982670529,0,0
222,Ras signaling pathway,0.025693274055310834,42.01052631578948,153.82263569148483,['RAF1'],0.04069297982670529,0,0
223,Fibroblast growth factor 1,0.025693274055310834,42.01052631578948,153.82263569148483,['VEGFA'],0.04069297982670529,0,0
224,CTCF pathway,0.02666884553614584,40.392712550607285,146.39366123411943,['TP53'],0.04069297982670529,0,0
225,Cell cycle: G2/M checkpoint,0.02666884553614584,40.392712550607285,146.39366123411943,['TP53'],0.04069297982670529,0,0
226,Mammalian calpain regulation of cell motility,0.02666884553614584,40.392712550607285,146.39366123411943,['EGFR'],0.04069297982670529,0,0
227,Control of gene expression by vitamin D receptor,0.02666884553614584,40.392712550607285,146.39366123411943,['TOP2B'],0.04069297982670529,0,0
228,Cooperation of prefoldin and TriC/CCT  in actin and tubulin folding,0.02666884553614584,40.392712550607285,146.39366123411943,['TUBB3'],0.04069297982670529,0,0
229,EGFR downregulation,0.02666884553614584,40.392712550607285,146.39366123411943,['EGFR'],0.04069297982670529,0,0
230,ERK5 role in neuronal survival pathway,0.02666884553614584,40.392712550607285,146.39366123411943,['RAF1'],0.04069297982670529,0,0
231,VEGFR1 pathway,0.02666884553614584,40.392712550607285,146.39366123411943,['VEGFA'],0.04069297982670529,0,0
232,FSH signaling pathway,0.02666884553614584,40.392712550607285,146.39366123411943,['RAF1'],0.04069297982670529,0,0
233,Cell cycle: G1/S checkpoint,0.02764348904824574,38.89473684210526,139.56851455439977,['TP53'],0.04199912069990984,0,0
234,Disease,0.02833870351534104,5.078197597966161,18.096293201942924,"['BRAF', 'RAF1', 'EGFR']",0.0425650870643656,0,0
235,IGF1 pathway,0.028617205427454835,37.50375939849624,133.2788782141628,['RAF1'],0.0425650870643656,0,0
236,BARD1 signaling events,0.028617205427454835,37.50375939849624,133.2788782141628,['TP53'],0.0425650870643656,0,0
237,Influence of Ras and Rho proteins on G1 to S transition,0.028617205427454835,37.50375939849624,133.2788782141628,['RAF1'],0.0425650870643656,0,0
238,Sema4D in semaphorin signaling,0.028617205427454835,37.50375939849624,133.2788782141628,['ERBB2'],0.0425650870643656,0,0
239,Interleukin-2/STAT5 pathway,0.02958999550324173,36.208711433756804,127.46621354176987,['BCL2'],0.04346414277239657,0,0
240,Signaling pathway from G-protein families,0.02958999550324173,36.208711433756804,127.46621354176987,['RAF1'],0.04346414277239657,0,0
241,Nectin adhesion pathway,0.02958999550324173,36.208711433756804,127.46621354176987,['PDGFRB'],0.04346414277239657,0,0
242,Serotonin HTR1 group and FOS pathway,0.03153280007583892,33.869269949066215,117.07681999296598,['BRAF'],0.04612649267292139,0,0
243,Neuronal system,0.032055350891531005,7.78924476077501,26.797269855067267,"['BRAF', 'RAF1']",0.04669791858272418,0,0
244,Fluoropyrimidine activity,0.03250281622696285,32.80921052631579,112.41841533087528,['TP53'],0.04715572518174118,0,0
245,HIF-2-alpha transcription factor network,0.033471909401101146,31.8133971291866,108.07165990908112,['VEGFA'],0.04777845132253954,0,0
246,Induction of apoptosis through DR3 and DR4/5 death receptors,0.033471909401101146,31.8133971291866,108.07165990908112,['BCL2'],0.04777845132253954,0,0
247,Interleukin-7 interactions in immune response,0.033471909401101146,31.8133971291866,108.07165990908112,['BRAF'],0.04777845132253954,0,0
248,EPO receptor signaling,0.033471909401101146,31.8133971291866,108.07165990908112,['RAF1'],0.04777845132253954,0,0
249,Arf6 signal transduction regulation,0.03444008042248791,30.876160990712073,104.00740624656505,['EGFR'],0.04781093517474792,0,0
250,Signal transduction by L1,0.03444008042248791,30.876160990712073,104.00740624656505,['EGFR'],0.04781093517474792,0,0
251,Interleukin-2/PI3K pathway,0.03444008042248791,30.876160990712073,104.00740624656505,['BCL2'],0.04781093517474792,0,0
252,Interleukin-7 signaling pathway,0.03444008042248791,30.876160990712073,104.00740624656505,['BCL2'],0.04781093517474792,0,0
253,EGF receptor (ErbB1) signaling pathway,0.03444008042248791,30.876160990712073,104.00740624656505,['EGFR'],0.04781093517474792,0,0
254,fMLP induced chemokine gene expression in HMC-1 cells,0.03444008042248791,30.876160990712073,104.00740624656505,['RAF1'],0.04781093517474792,0,0
255,PIK3C1/AKT pathway,0.03444008042248791,30.876160990712073,104.00740624656505,['RAF1'],0.04781093517474792,0,0
256,GM-CSF-mediated signaling events,0.0354073301248565,29.992481203007518,100.19997336732251,['RAF1'],0.04896169868827813,0,0
